status,data_path,timeframe,rsi_length,bb_length,bb_mult,n_windows,mean_IS_sharpe,mean_OOS_sharpe,degradation_ratio,robust,chained_OOS_sharpe,chained_OOS_benchmark_sharpe,chained_OOS_excess_sharpe,chained_OOS_CAGR,chained_OOS_maxdd,n_low_confidence,has_edge
success,data/raw/daily/DEUIDXEUR1440_comma.csv,1D,6,100,2.0,23,0.458,0.523,1.143,True,0.397,-0.091,0.487,5.99,-39.96,23,True
success,data/raw/onehours/GBPUSD60_comma.csv,1H,14,50,1.5,26,0.276,0.541,1.964,True,0.506,0.019,0.487,4.29,-17.19,26,True
success,data/raw/fourhours/USA30IDXUSD240_comma.csv,4H,6,100,1.5,19,-0.028,0.221,-7.96,False,0.083,-0.402,0.485,-0.06,-38.36,19,True
success,data/raw/fourhours/GBPUSD240_comma.csv,4H,14,200,2.0,27,0.158,0.004,0.023,False,0.085,-0.391,0.476,0.36,-32.0,27,True
success,data/raw/onehours/USA500IDXUSD60_comma.csv,1H,14,50,1.5,16,-0.157,-0.048,0.308,False,-0.065,-0.535,0.47,-2.95,-43.76,16,True
success,data/raw/fourhours/USA30IDXUSD240_comma.csv,4H,14,200,1.5,19,-0.022,0.058,-2.677,False,0.047,-0.419,0.467,-0.69,-53.21,19,True
success,data/raw/daily/GBRIDXGBP1440_comma.csv,1D,6,100,2.0,20,0.172,-0.07,-0.406,False,0.12,-0.339,0.459,0.67,-28.51,20,True
success,data/raw/onehours/USATECHIDXUSD60_comma.csv,1H,6,50,2.0,16,0.329,0.314,0.954,True,0.326,-0.133,0.459,5.12,-43.66,16,True
success,data/raw/fourhours/DEUIDXEUR240_comma.csv,4H,14,200,2.0,19,0.133,0.348,2.606,True,0.219,-0.239,0.458,2.43,-48.28,19,True
success,data/raw/daily/xauusd_1D_comma.csv,1D,6,100,2.0,36,-0.346,-0.292,0.844,False,-0.279,-0.731,0.452,-6.04,-74.29,36,True
success,data/raw/daily/GBPUSD1440_comma.csv,1D,14,200,1.5,32,-0.163,-0.183,1.12,False,-0.173,-0.625,0.452,-1.93,-43.22,32,True
success,data/raw/fourhours/GBRIDXGBP240_comma.csv,4H,14,100,1.5,18,0.113,0.332,2.934,True,0.198,-0.239,0.437,1.93,-40.16,18,True
success,data/raw/daily/DEUIDXEUR1440_comma.csv,1D,6,200,2.0,23,0.364,-0.113,-0.309,False,-0.006,-0.439,0.433,-1.94,-58.2,23,True
success,data/raw/onehours/DEUIDXEUR60_comma.csv,1H,14,100,1.5,16,0.076,0.219,2.876,True,0.386,-0.039,0.426,5.91,-42.27,16,True
success,data/raw/daily/xauusd_1D_comma.csv,1D,14,200,1.5,36,-0.032,-0.105,3.284,False,-0.199,-0.624,0.425,-4.75,-64.9,36,True
success,data/raw/fourhours/USA30IDXUSD240_comma.csv,4H,6,100,2.0,19,0.302,0.495,1.641,True,0.31,-0.115,0.425,4.01,-37.94,19,True
success,data/raw/onehours/DEUIDXEUR60_comma.csv,1H,14,50,1.5,16,0.03,0.084,2.824,True,0.102,-0.322,0.425,0.17,-50.2,16,True
success,data/raw/onehours/USATECHIDXUSD60_comma.csv,1H,14,50,1.5,16,-0.429,-0.201,0.47,False,-0.272,-0.681,0.409,-8.59,-74.01,16,True
success,data/raw/daily/GBPUSD1440_comma.csv,1D,14,20,2.5,32,-0.687,-0.665,0.968,False,-0.236,-0.632,0.396,-0.41,-7.52,32,True
success,data/raw/daily/DEUIDXEUR1440_comma.csv,1D,6,20,1.5,23,0.47,0.644,1.37,True,0.56,0.166,0.395,9.38,-48.84,23,True
success,data/raw/fourhours/USATECHIDXUSD240_comma.csv,4H,14,100,1.5,19,-0.048,0.246,-5.177,False,0.044,-0.35,0.394,-1.46,-65.24,19,True
success,data/raw/daily/GBPUSD1440_comma.csv,1D,14,100,1.5,32,0.106,-0.027,-0.252,False,0.073,-0.316,0.388,0.25,-24.61,32,True
success,data/raw/onehours/GBPUSD60_comma.csv,1H,14,20,2.0,26,0.131,0.154,1.175,True,0.3,-0.083,0.383,2.36,-24.55,26,True
success,data/raw/onehours/GBPUSD60_comma.csv,1H,6,50,2.0,26,0.178,0.169,0.948,True,0.305,-0.077,0.382,2.4,-27.16,26,True
success,data/raw/onehours/USATECHIDXUSD60_comma.csv,1H,14,50,2.0,16,-0.277,-0.519,1.874,False,-0.471,-0.849,0.379,-12.72,-82.91,16,True
success,data/raw/daily/xauusd_1D_comma.csv,1D,6,200,1.5,36,-0.366,-0.427,1.169,False,-0.457,-0.834,0.378,-8.87,-81.16,36,True
success,data/raw/fourhours/GBRIDXGBP240_comma.csv,4H,6,20,1.5,18,0.093,0.108,1.158,True,0.2,-0.176,0.375,1.96,-28.74,18,True
success,data/raw/fourhours/USATECHIDXUSD240_comma.csv,4H,6,200,2.5,19,0.206,0.094,0.457,False,0.15,-0.213,0.363,0.9,-46.55,19,True
success,data/raw/daily/GBRIDXGBP1440_comma.csv,1D,6,200,2.0,20,0.106,-0.018,-0.166,False,-0.008,-0.365,0.357,-1.25,-34.51,20,True
success,data/raw/daily/xauusd_1D_comma.csv,1D,14,100,2.5,36,-0.104,-0.649,6.239,False,-0.308,-0.664,0.356,-2.5,-44.41,36,True
success,data/raw/daily/xauusd_1D_comma.csv,1D,14,200,2.5,36,-0.104,-0.649,6.239,False,-0.308,-0.664,0.356,-2.5,-44.41,36,True
success,data/raw/onehours/USA30IDXUSD60_comma.csv,1H,6,50,2.0,16,0.278,0.503,1.811,True,0.54,0.191,0.349,8.67,-36.62,16,True
success,data/raw/fourhours/GBPUSD240_comma.csv,4H,14,20,1.5,27,0.491,0.494,1.005,True,0.579,0.234,0.345,4.99,-16.97,27,True
success,data/raw/daily/DEUIDXEUR1440_comma.csv,1D,6,200,1.5,23,0.119,-0.108,-0.914,False,0.057,-0.286,0.344,-0.73,-49.93,23,True
success,data/raw/daily/GBPUSD1440_comma.csv,1D,6,20,1.5,32,-0.032,-0.027,0.837,False,-0.082,-0.425,0.344,-1.13,-34.53,32,True
success,data/raw/fourhours/DEUIDXEUR240_comma.csv,4H,6,20,2.0,19,0.145,-0.021,-0.147,False,-0.019,-0.363,0.344,-2.16,-42.34,19,True
success,data/raw/onehours/USATECHIDXUSD60_comma.csv,1H,6,20,2.0,16,-0.268,-0.018,0.067,False,-0.136,-0.478,0.342,-5.63,-68.8,16,True
success,data/raw/fourhours/DEUIDXEUR240_comma.csv,4H,6,100,2.0,19,0.321,0.565,1.759,True,0.392,0.052,0.34,5.89,-41.95,19,True
success,data/raw/onehours/GBRIDXGBP60_comma.csv,1H,6,20,2.0,16,-0.21,-0.137,0.652,False,-0.239,-0.575,0.336,-5.11,-51.15,16,True
success,data/raw/onehours/USATECHIDXUSD60_comma.csv,1H,14,100,2.0,16,0.227,0.33,1.458,True,0.271,-0.057,0.327,3.76,-45.21,16,True
success,data/raw/onehours/USA500IDXUSD60_comma.csv,1H,14,50,2.0,16,-0.076,-0.224,2.958,False,-0.129,-0.453,0.324,-4.12,-46.01,16,True
success,data/raw/daily/USATECHIDXUSD1440_comma.csv,1D,14,200,1.5,20,-0.4,-0.625,1.561,False,-0.495,-0.816,0.321,-12.76,-76.61,20,True
success,data/raw/daily/USATECHIDXUSD1440_comma.csv,1D,6,200,1.5,20,-0.497,-0.508,1.024,False,-0.405,-0.726,0.32,-11.01,-81.3,20,True
success,data/raw/daily/USATECHIDXUSD1440_comma.csv,1D,14,100,1.5,20,-0.224,-0.287,1.279,False,-0.003,-0.322,0.319,-2.55,-59.43,20,True
success,data/raw/daily/GBPUSD1440_comma.csv,1D,6,200,2.5,32,0.211,0.23,1.088,True,0.16,-0.155,0.315,1.04,-22.46,32,True
success,data/raw/onehours/DEUIDXEUR60_comma.csv,1H,14,200,2.0,16,0.208,0.168,0.811,True,0.106,-0.208,0.314,0.24,-55.19,16,True
success,data/raw/fourhours/USA30IDXUSD240_comma.csv,4H,6,100,2.5,19,0.52,0.65,1.252,True,0.476,0.163,0.313,7.1,-37.94,19,True
success,data/raw/fourhours/USATECHIDXUSD240_comma.csv,4H,14,100,2.0,19,-0.073,0.072,-0.988,False,0.005,-0.307,0.313,-2.31,-54.14,19,True
success,data/raw/fourhours/USA30IDXUSD240_comma.csv,4H,6,200,1.5,19,-0.183,-0.297,1.626,False,-0.229,-0.54,0.312,-5.4,-53.86,19,True
success,data/raw/onehours/GBRIDXGBP60_comma.csv,1H,14,20,2.0,16,0.066,0.178,2.704,True,0.207,-0.093,0.3,2.13,-33.49,16,True
success,data/raw/fourhours/DEUIDXEUR240_comma.csv,4H,6,200,2.5,19,0.324,0.49,1.515,True,0.345,0.049,0.296,4.94,-41.95,19,True
success,data/raw/daily/xauusd_1D_comma.csv,1D,14,100,1.5,36,-0.44,-0.376,0.853,False,-0.367,-0.661,0.294,-7.47,-77.99,36,True
success,data/raw/fourhours/USATECHIDXUSD240_comma.csv,4H,14,200,2.5,19,0.155,-0.265,-1.709,False,-0.173,-0.465,0.292,-6.12,-71.17,19,True
success,data/raw/daily/USATECHIDXUSD1440_comma.csv,1D,6,200,2.5,20,0.182,0.608,3.334,True,0.403,0.115,0.288,5.56,-38.32,20,True
success,data/raw/daily/DEUIDXEUR1440_comma.csv,1D,6,50,2.0,23,0.184,0.338,1.835,True,0.303,0.015,0.288,4.0,-60.95,23,True
success,data/raw/daily/xauusd_1D_comma.csv,1D,6,200,2.5,36,-0.368,-0.452,1.23,False,-0.354,-0.642,0.287,-7.25,-79.11,36,True
success,data/raw/onehours/GBRIDXGBP60_comma.csv,1H,6,200,2.5,16,0.214,0.321,1.499,True,0.245,-0.038,0.283,2.76,-42.4,16,True
success,data/raw/daily/DEUIDXEUR1440_comma.csv,1D,14,200,1.5,23,0.265,0.048,0.18,False,0.156,-0.125,0.28,1.18,-38.41,23,True
success,data/raw/daily/xauusd_1D_comma.csv,1D,6,200,2.0,36,-0.292,-0.364,1.244,False,-0.329,-0.608,0.279,-6.85,-73.37,36,True
success,data/raw/onehours/USA500IDXUSD60_comma.csv,1H,14,100,2.5,16,-0.443,-0.29,0.655,False,-0.349,-0.625,0.276,-8.08,-62.43,16,True
success,data/raw/fourhours/USATECHIDXUSD240_comma.csv,4H,6,100,2.0,19,0.143,0.152,1.062,True,0.022,-0.251,0.273,-1.95,-61.45,19,True
success,data/raw/onehours/GBPUSD60_comma.csv,1H,14,100,2.0,26,-0.071,0.107,-1.503,False,0.028,-0.244,0.272,-0.16,-28.91,26,True
success,data/raw/onehours/DEUIDXEUR60_comma.csv,1H,14,100,2.0,16,-0.122,-0.379,3.103,False,-0.339,-0.607,0.268,-8.14,-77.87,16,True
success,data/raw/fourhours/USA500IDXUSD240_comma.csv,4H,6,50,2.0,19,0.136,0.317,2.328,True,0.307,0.045,0.262,4.03,-32.15,19,True
success,data/raw/fourhours/GBRIDXGBP240_comma.csv,4H,6,50,2.0,18,0.311,0.306,0.983,True,0.251,-0.009,0.26,2.81,-36.72,18,True
success,data/raw/onehours/USA30IDXUSD60_comma.csv,1H,6,20,2.0,16,0.085,0.126,1.483,True,0.006,-0.253,0.26,-1.52,-46.75,16,True
success,data/raw/daily/xauusd_1D_comma.csv,1D,6,20,1.5,36,-0.351,-0.377,1.074,False,-0.314,-0.567,0.253,-6.62,-75.43,36,True
success,data/raw/daily/xauusd_1D_comma.csv,1D,6,20,2.5,36,-0.554,-0.834,1.506,False,-0.524,-0.772,0.248,-5.01,-63.43,36,True
success,data/raw/daily/xauusd_1D_comma.csv,1D,14,20,2.5,36,-0.554,-0.834,1.506,False,-0.524,-0.772,0.248,-5.01,-63.43,36,True
success,data/raw/fourhours/USA500IDXUSD240_comma.csv,4H,14,200,2.0,19,0.283,0.32,1.132,True,0.32,0.081,0.239,4.28,-41.21,19,True
success,data/raw/fourhours/USATECHIDXUSD240_comma.csv,4H,6,50,1.5,19,0.197,0.356,1.812,True,0.235,-0.002,0.237,2.84,-55.7,19,True
success,data/raw/fourhours/USA500IDXUSD240_comma.csv,4H,6,20,2.0,19,-0.214,-0.373,1.746,False,-0.325,-0.548,0.223,-7.2,-68.3,19,True
success,data/raw/onehours/DEUIDXEUR60_comma.csv,1H,6,20,2.5,16,-0.197,-0.426,2.16,False,-0.259,-0.482,0.223,-6.69,-69.59,16,True
success,data/raw/fourhours/GBRIDXGBP240_comma.csv,4H,14,50,1.5,18,0.182,0.415,2.274,True,0.397,0.176,0.221,5.31,-31.62,18,True
success,data/raw/fourhours/USA30IDXUSD240_comma.csv,4H,6,20,1.5,19,-0.25,-0.08,0.319,False,-0.172,-0.39,0.218,-4.45,-49.43,19,True
success,data/raw/fourhours/GBPUSD240_comma.csv,4H,6,20,2.0,27,0.203,0.179,0.883,True,0.253,0.036,0.218,1.92,-24.56,27,True
success,data/raw/fourhours/GBPUSD240_comma.csv,4H,14,100,2.0,27,0.176,0.181,1.026,True,0.227,0.015,0.212,1.65,-26.27,27,True
success,data/raw/onehours/USA500IDXUSD60_comma.csv,1H,14,50,2.5,16,-0.07,-0.268,3.803,False,-0.098,-0.303,0.205,-3.58,-50.72,16,True
success,data/raw/onehours/GBRIDXGBP60_comma.csv,1H,14,50,2.0,16,0.091,0.423,4.649,True,0.258,0.053,0.205,2.99,-41.97,16,True
success,data/raw/onehours/DEUIDXEUR60_comma.csv,1H,14,50,2.5,16,-0.338,-0.573,1.693,False,-0.438,-0.633,0.195,-9.91,-80.97,16,False
success,data/raw/daily/DEUIDXEUR1440_comma.csv,1D,14,50,2.0,23,-0.413,-0.681,1.65,False,-0.454,-0.64,0.186,-8.55,-73.53,23,False
success,data/raw/fourhours/USA30IDXUSD240_comma.csv,4H,6,50,2.5,19,0.14,-0.002,-0.012,False,0.042,-0.139,0.181,-0.78,-54.41,19,False
success,data/raw/daily/GBRIDXGBP1440_comma.csv,1D,14,200,2.0,20,0.262,0.059,0.225,False,0.069,-0.11,0.179,-0.13,-38.78,20,False
success,data/raw/onehours/GBRIDXGBP60_comma.csv,1H,6,100,2.5,16,0.214,0.179,0.837,True,0.222,0.046,0.176,2.38,-32.19,16,False
success,data/raw/fourhours/DEUIDXEUR240_comma.csv,4H,14,100,1.5,19,0.069,0.38,5.485,True,0.273,0.107,0.166,3.49,-41.95,19,False
success,data/raw/onehours/GBRIDXGBP60_comma.csv,1H,6,50,2.0,16,-0.342,-0.461,1.35,False,-0.462,-0.626,0.164,-8.53,-58.91,16,False
success,data/raw/fourhours/USATECHIDXUSD240_comma.csv,4H,14,50,1.5,19,-0.029,-0.059,2.022,False,-0.042,-0.203,0.161,-3.33,-58.06,19,False
success,data/raw/onehours/USATECHIDXUSD60_comma.csv,1H,6,50,2.5,16,-0.398,-0.594,1.493,False,-0.595,-0.754,0.16,-15.2,-82.86,16,False
success,data/raw/daily/GBPUSD1440_comma.csv,1D,6,50,2.0,32,-0.009,0.058,-6.127,False,0.012,-0.145,0.157,-0.3,-28.43,32,False
success,data/raw/onehours/USA500IDXUSD60_comma.csv,1H,6,50,2.0,16,0.43,0.456,1.06,True,0.376,0.22,0.156,5.6,-35.53,16,False
success,data/raw/daily/GBPUSD1440_comma.csv,1D,14,200,2.0,32,0.014,0.094,6.733,True,0.058,-0.092,0.15,0.12,-30.42,32,False
success,data/raw/fourhours/USA500IDXUSD240_comma.csv,4H,6,200,2.5,19,0.3,0.425,1.415,True,0.358,0.209,0.149,4.98,-34.86,19,False
success,data/raw/daily/GBRIDXGBP1440_comma.csv,1D,14,100,1.5,20,0.095,-0.158,-1.668,False,-0.095,-0.242,0.148,-2.6,-41.42,20,False
success,data/raw/daily/USATECHIDXUSD1440_comma.csv,1D,14,200,2.0,20,-0.578,-0.529,0.916,False,-0.489,-0.625,0.136,-12.64,-82.87,20,False
success,data/raw/onehours/USATECHIDXUSD60_comma.csv,1H,6,100,2.0,16,0.248,0.351,1.416,True,0.274,0.138,0.136,3.85,-48.13,16,False
success,data/raw/onehours/USATECHIDXUSD60_comma.csv,1H,14,100,2.5,16,-0.519,-0.598,1.151,False,-0.596,-0.729,0.133,-15.15,-76.72,16,False
success,data/raw/daily/DEUIDXEUR1440_comma.csv,1D,14,100,1.5,23,0.18,0.114,0.635,True,0.243,0.111,0.132,2.9,-44.31,23,False
success,data/raw/onehours/GBRIDXGBP60_comma.csv,1H,14,20,2.5,16,-0.126,-0.17,1.344,False,-0.204,-0.331,0.128,-4.55,-50.47,16,False
success,data/raw/onehours/USA30IDXUSD60_comma.csv,1H,6,200,2.5,16,0.403,0.332,0.823,True,0.409,0.284,0.125,6.08,-38.32,16,False
success,data/raw/fourhours/USA500IDXUSD240_comma.csv,4H,14,100,2.0,19,0.198,0.079,0.399,False,0.117,-0.007,0.124,0.51,-50.3,19,False
success,data/raw/daily/xauusd_1D_comma.csv,1D,6,50,2.0,36,-0.396,-0.465,1.172,False,-0.496,-0.619,0.123,-9.48,-87.43,36,False
success,data/raw/fourhours/GBPUSD240_comma.csv,4H,14,100,2.5,27,0.131,0.112,0.856,True,0.059,-0.064,0.123,0.16,-26.93,27,False
success,data/raw/onehours/USATECHIDXUSD60_comma.csv,1H,14,50,2.5,16,-0.684,-0.956,1.399,False,-0.866,-0.986,0.121,-20.41,-86.34,16,False
success,data/raw/onehours/DEUIDXEUR60_comma.csv,1H,14,100,2.5,16,0.105,-0.115,-1.1,False,-0.104,-0.224,0.12,-3.8,-59.4,16,False
success,data/raw/fourhours/GBRIDXGBP240_comma.csv,4H,14,200,2.0,18,0.022,0.062,2.812,True,0.083,-0.03,0.113,0.05,-39.68,18,False
success,data/raw/fourhours/GBRIDXGBP240_comma.csv,4H,6,200,2.5,18,-0.191,-0.153,0.804,False,-0.156,-0.268,0.112,-3.76,-38.96,18,False
success,data/raw/fourhours/USATECHIDXUSD240_comma.csv,4H,6,20,1.5,19,-0.013,0.072,-5.568,False,-0.05,-0.157,0.107,-3.5,-50.95,19,False
success,data/raw/fourhours/USA30IDXUSD240_comma.csv,4H,14,200,2.5,19,0.544,0.689,1.265,True,0.57,0.464,0.106,8.88,-37.94,19,False
success,data/raw/onehours/GBRIDXGBP60_comma.csv,1H,6,20,2.5,16,-0.214,-0.206,0.963,False,-0.257,-0.364,0.106,-5.39,-53.58,16,False
success,data/raw/daily/xauusd_1D_comma.csv,1D,14,20,2.0,36,-0.363,-0.53,1.459,False,-0.457,-0.56,0.103,-6.24,-71.96,36,False
success,data/raw/daily/GBRIDXGBP1440_comma.csv,1D,6,100,2.5,20,-0.073,-0.401,5.51,False,-0.202,-0.302,0.099,-4.22,-58.86,20,False
success,data/raw/fourhours/USA30IDXUSD240_comma.csv,4H,14,200,2.0,19,0.476,0.626,1.314,True,0.415,0.317,0.099,5.96,-35.89,19,False
success,data/raw/fourhours/USA500IDXUSD240_comma.csv,4H,6,100,2.0,19,0.313,0.332,1.059,True,0.245,0.145,0.099,2.86,-29.32,19,False
success,data/raw/daily/xauusd_1D_comma.csv,1D,6,100,2.5,36,-0.411,-0.419,1.021,False,-0.42,-0.518,0.098,-8.29,-81.29,36,False
success,data/raw/fourhours/USATECHIDXUSD240_comma.csv,4H,6,20,2.0,19,0.139,0.334,2.406,True,0.328,0.235,0.093,4.99,-53.63,19,False
success,data/raw/fourhours/GBPUSD240_comma.csv,4H,6,100,2.5,27,0.178,0.195,1.099,True,0.241,0.149,0.093,1.8,-38.3,27,False
success,data/raw/fourhours/USA30IDXUSD240_comma.csv,4H,6,200,2.5,19,-0.062,-0.003,0.04,False,-0.097,-0.185,0.088,-3.17,-50.69,19,False
success,data/raw/fourhours/USA500IDXUSD240_comma.csv,4H,6,100,2.5,19,0.641,0.9,1.403,True,0.692,0.605,0.087,11.53,-34.86,19,False
success,data/raw/fourhours/USA30IDXUSD240_comma.csv,4H,14,100,1.5,19,0.42,0.581,1.383,True,0.416,0.331,0.085,5.96,-37.94,19,False
success,data/raw/daily/GBRIDXGBP1440_comma.csv,1D,6,50,2.0,20,0.137,0.215,1.569,True,0.179,0.096,0.083,1.57,-35.89,20,False
success,data/raw/daily/xauusd_1D_comma.csv,1D,14,200,2.0,36,-0.187,-0.242,1.293,False,-0.262,-0.344,0.082,-5.78,-66.07,36,False
success,data/raw/fourhours/DEUIDXEUR240_comma.csv,4H,14,50,1.5,19,0.058,0.068,1.183,True,0.057,-0.025,0.082,-0.72,-50.45,19,False
success,data/raw/onehours/USA30IDXUSD60_comma.csv,1H,14,50,1.5,16,0.011,0.018,1.713,True,0.001,-0.075,0.076,-1.61,-43.71,16,False
success,data/raw/fourhours/GBRIDXGBP240_comma.csv,4H,6,100,2.5,18,0.182,0.088,0.483,False,0.12,0.045,0.075,0.64,-39.53,18,False
success,data/raw/fourhours/GBRIDXGBP240_comma.csv,4H,6,50,2.5,18,0.293,0.427,1.456,True,0.328,0.258,0.07,4.07,-38.29,18,False
success,data/raw/daily/DEUIDXEUR1440_comma.csv,1D,6,20,2.5,23,-0.249,0.037,-0.146,False,0.047,-0.021,0.068,-0.22,-38.63,23,False
success,data/raw/daily/GBPUSD1440_comma.csv,1D,6,100,2.5,32,0.009,0.076,8.55,True,0.053,-0.012,0.065,0.11,-25.21,32,False
success,data/raw/fourhours/GBPUSD240_comma.csv,4H,6,50,2.5,27,0.266,0.35,1.316,True,0.343,0.278,0.065,2.76,-31.11,27,False
success,data/raw/onehours/USA30IDXUSD60_comma.csv,1H,6,100,2.0,16,-0.087,-0.114,1.319,False,-0.201,-0.265,0.064,-5.21,-54.02,16,False
success,data/raw/onehours/USATECHIDXUSD60_comma.csv,1H,6,200,2.5,16,-0.009,0.264,-30.294,False,0.012,-0.047,0.058,-2.32,-67.98,16,False
success,data/raw/daily/USATECHIDXUSD1440_comma.csv,1D,14,100,2.0,20,-0.762,-0.983,1.29,False,-0.82,-0.866,0.046,-18.58,-86.98,20,False
success,data/raw/onehours/USA30IDXUSD60_comma.csv,1H,6,50,2.5,16,0.198,0.282,1.421,True,0.272,0.226,0.046,3.44,-45.09,16,False
success,data/raw/daily/xauusd_1D_comma.csv,1D,6,20,2.0,36,-0.287,-0.48,1.673,False,-0.389,-0.434,0.045,-5.96,-73.58,36,False
success,data/raw/fourhours/DEUIDXEUR240_comma.csv,4H,14,50,2.5,19,-0.211,-0.567,2.682,False,-0.456,-0.501,0.044,-9.9,-74.93,19,False
success,data/raw/daily/DEUIDXEUR1440_comma.csv,1D,14,20,2.0,23,0.272,0.433,1.593,True,0.353,0.312,0.041,5.11,-60.75,23,False
success,data/raw/fourhours/GBPUSD240_comma.csv,4H,14,200,2.5,27,0.066,0.169,2.568,True,0.078,0.038,0.04,0.3,-29.45,27,False
success,data/raw/fourhours/USA500IDXUSD240_comma.csv,4H,6,50,1.5,19,0.18,0.404,2.245,True,0.373,0.334,0.039,5.28,-31.69,19,False
success,data/raw/onehours/USA500IDXUSD60_comma.csv,1H,6,50,2.5,16,0.142,0.487,3.417,True,0.394,0.355,0.039,5.96,-38.17,16,False
success,data/raw/fourhours/USA500IDXUSD240_comma.csv,4H,6,50,2.5,19,0.125,0.289,2.314,True,0.165,0.129,0.037,1.39,-62.04,19,False
success,data/raw/onehours/USATECHIDXUSD60_comma.csv,1H,14,200,2.0,16,0.156,0.341,2.181,True,0.109,0.072,0.037,-0.08,-50.73,16,False
success,data/raw/onehours/DEUIDXEUR60_comma.csv,1H,6,100,2.5,16,0.137,-0.136,-0.996,False,-0.031,-0.066,0.036,-2.41,-42.07,16,False
success,data/raw/daily/GBPUSD1440_comma.csv,1D,14,50,2.0,32,0.145,0.16,1.101,True,0.124,0.089,0.035,0.65,-25.21,32,False
success,data/raw/fourhours/GBRIDXGBP240_comma.csv,4H,14,100,2.0,18,0.346,0.47,1.356,True,0.334,0.302,0.033,4.21,-38.29,18,False
success,data/raw/fourhours/GBRIDXGBP240_comma.csv,4H,14,200,2.5,18,0.12,0.334,2.789,True,0.256,0.223,0.033,2.87,-36.98,18,False
success,data/raw/fourhours/DEUIDXEUR240_comma.csv,4H,14,50,2.0,19,-0.262,-0.305,1.164,False,-0.273,-0.303,0.03,-6.83,-65.01,19,False
success,data/raw/onehours/USA30IDXUSD60_comma.csv,1H,14,200,2.0,16,0.302,0.288,0.954,True,0.209,0.179,0.03,2.24,-38.41,16,False
success,data/raw/fourhours/GBPUSD240_comma.csv,4H,14,20,2.0,27,0.193,0.043,0.22,False,0.109,0.082,0.027,0.58,-26.22,27,False
success,data/raw/daily/USATECHIDXUSD1440_comma.csv,1D,14,50,1.5,20,-0.639,-0.928,1.453,False,-0.838,-0.864,0.026,-19.19,-89.26,20,False
success,data/raw/daily/GBRIDXGBP1440_comma.csv,1D,6,20,2.0,20,0.152,0.362,2.381,True,0.349,0.323,0.026,4.29,-42.78,20,False
success,data/raw/fourhours/DEUIDXEUR240_comma.csv,4H,6,50,2.5,19,-0.356,-0.562,1.579,False,-0.425,-0.45,0.026,-9.51,-78.44,19,False
success,data/raw/daily/DEUIDXEUR1440_comma.csv,1D,14,50,1.5,23,-0.156,-0.3,1.923,False,-0.172,-0.197,0.025,-5.04,-59.34,23,False
success,data/raw/onehours/GBRIDXGBP60_comma.csv,1H,14,100,2.5,16,0.094,0.36,3.843,True,0.209,0.184,0.025,2.13,-46.22,16,False
success,data/raw/fourhours/USA500IDXUSD240_comma.csv,4H,14,50,2.5,19,-0.359,-0.803,2.237,False,-0.612,-0.636,0.024,-11.89,-75.58,19,False
success,data/raw/onehours/USA30IDXUSD60_comma.csv,1H,14,200,2.5,16,-0.398,-0.105,0.263,False,-0.113,-0.137,0.024,-3.66,-50.89,16,False
success,data/raw/fourhours/USATECHIDXUSD240_comma.csv,4H,14,20,2.0,19,0.325,0.406,1.247,True,0.389,0.375,0.015,6.43,-46.2,19,False
success,data/raw/fourhours/DEUIDXEUR240_comma.csv,4H,6,100,2.5,19,0.448,0.669,1.491,True,0.554,0.543,0.012,9.26,-41.94,19,False
success,data/raw/daily/GBPUSD1440_comma.csv,1D,6,20,2.5,32,0.18,0.09,0.501,True,0.124,0.114,0.01,0.7,-23.86,32,False
success,data/raw/daily/GBPUSD1440_comma.csv,1D,6,50,2.5,32,0.18,0.09,0.501,True,0.124,0.114,0.01,0.7,-23.86,32,False
success,data/raw/daily/GBRIDXGBP1440_comma.csv,1D,6,20,2.5,20,0.114,0.351,3.079,True,0.263,0.255,0.008,2.78,-34.98,20,False
success,data/raw/daily/GBRIDXGBP1440_comma.csv,1D,6,200,2.5,20,0.24,0.184,0.767,True,0.148,0.14,0.008,1.1,-35.89,20,False
success,data/raw/onehours/USA500IDXUSD60_comma.csv,1H,14,200,2.5,16,0.245,0.215,0.879,True,0.281,0.273,0.008,3.69,-50.89,16,False
success,data/raw/onehours/GBPUSD60_comma.csv,1H,14,50,2.0,26,0.192,0.25,1.301,True,0.221,0.215,0.005,1.61,-24.02,26,False
success,data/raw/onehours/DEUIDXEUR60_comma.csv,1H,14,200,2.5,16,-0.07,-0.36,5.132,False,-0.237,-0.241,0.004,-6.28,-68.31,16,False
success,data/raw/fourhours/DEUIDXEUR240_comma.csv,4H,14,20,2.5,19,0.183,0.569,3.111,True,0.462,0.459,0.003,7.33,-46.35,19,False
success,data/raw/onehours/USA30IDXUSD60_comma.csv,1H,14,100,2.5,16,0.503,0.234,0.464,False,0.305,0.304,0.001,4.08,-38.44,16,False
success,data/raw/daily/USATECHIDXUSD1440_comma.csv,1D,14,20,2.0,20,0.863,1.096,1.27,True,0.929,0.929,-0.0,19.99,-35.63,20,False
success,data/raw/daily/USATECHIDXUSD1440_comma.csv,1D,14,50,2.5,20,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,20,False
success,data/raw/daily/USATECHIDXUSD1440_comma.csv,1D,14,100,2.5,20,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,20,False
