asset,timeframe,fast,slow,mode,filter,buffer,CAGR,sharpe,sortino,calmar,max_drawdown,num_trades,win_rate,profit_factor,expectancy,sharpe_rank,calmar_rank,cagr_rank,pf_rank,research_score,low_sample
EURUSD1440_comma,daily,50,300,long_short,none,0.0,0.013331181097827605,-0.2948326883232228,-0.3978866340383333,0.054890330836718765,-0.24286938873594366,19,0.5263157894736842,1.80785817238788,1400.9391641814186,0.9993243243243243,0.9983108108108109,0.9996621621621622,0.9996621621621622,0.9991891891891892,True
EURUSD1440_comma,daily,30,300,long_short,none,0.0025,0.011221183562645232,-0.3283612804026027,-0.44933507239768766,0.052199849786737196,-0.21496582094564343,25,0.36,1.6499635351903568,887.4752818585252,0.9976351351351351,0.9976351351351351,0.9979729729729729,0.9983108108108109,0.997804054054054,False
EURUSD1440_comma,daily,30,150,long_short,none,0.001,0.01398873838816872,-0.27967911683492985,-0.38842577770910963,0.0682482653831907,-0.20496840922808413,45,0.35555555555555557,1.3800903000576943,556.7538499352579,1.0,0.9993243243243243,1.0,0.9858108108108108,0.9977027027027028,False
EURUSD1440_comma,daily,40,300,long_short,none,0.0025,0.01124859298363079,-0.3297159747582284,-0.4455760326593201,0.0513269956370221,-0.21915549203735574,22,0.45454545454545453,1.6834865748624444,1008.6539805706317,0.9972972972972973,0.9966216216216216,0.9983108108108109,0.9993243243243243,0.9976351351351351,False
EURUSD1440_comma,daily,50,150,long_short,none,0.001,0.012387140294237708,-0.30024817513443136,-0.4092416659046211,0.058475829392958645,-0.21183351177451282,35,0.37142857142857144,1.3874580424968292,672.4135267450847,0.9989864864864865,0.9986486486486487,0.9989864864864865,0.9864864864864865,0.9970270270270271,False
EURUSD1440_comma,daily,30,300,long_short,none,0.001,0.010692293877621273,-0.331578667522087,-0.4561163387702055,0.047383910051569285,-0.22565241800401314,25,0.36,1.5438922882082715,865.7018120553323,0.9969594594594594,0.9952702702702703,0.9972972972972973,0.995945945945946,0.9964527027027028,False
EURUSD1440_comma,daily,30,150,long_short,none,0.0025,0.01147789547014777,-0.3214001016104285,-0.43829449688811334,0.045797104170016055,-0.2506249178449692,41,0.36585365853658536,1.3669657511570132,530.6441053866133,0.9983108108108109,0.9945945945945946,0.9986486486486487,0.9851351351351352,0.9954729729729731,False
EURUSD1440_comma,daily,20,400,long_short,none,0.0025,0.009824625816122534,-0.36126242573416867,-0.4927127872230143,0.04547564476070909,-0.21604148479519747,24,0.375,1.6725782790386534,838.207503283105,0.9942567567567567,0.9942567567567567,0.9962837837837838,0.9986486486486487,0.995320945945946,False
EURUSD1440_comma,daily,30,300,long_short,none,0.0,0.009875705958334313,-0.338890078357248,-0.4668241221773434,0.0395747437099344,-0.2495456706105017,25,0.32,1.4406799846737577,750.8897629533062,0.9966216216216216,0.9902027027027027,0.9966216216216216,0.9915540540540541,0.9942567567567568,False
EURUSD1440_comma,daily,100,150,long_short,none,0.0,0.0129461129441788,-0.2870576127521279,-0.38937280539508956,0.045385927624956315,-0.2852450885472292,43,0.3953488372093023,1.2548386590683416,492.35903781535495,0.9996621621621622,0.9939189189189189,0.9993243243243243,0.9722972972972973,0.9940540540540541,False
EURUSD1440_comma,daily,60,150,long_short,none,0.0,0.010325982097566078,-0.3189533805914742,-0.4372464016519643,0.04640321825075686,-0.22252728338292904,32,0.40625,1.276476161442346,527.4809848640288,0.9986486486486487,0.9949324324324325,0.9969594594594594,0.9763513513513513,0.9940371621621622,False
EURUSD1440_comma,daily,20,400,long_short,none,0.0,0.008703374699658317,-0.36596192230220737,-0.4993306880601039,0.0438840361396642,-0.19832666876763982,27,0.3333333333333333,1.6314057268893947,672.8815810031184,0.9925675675675676,0.9925675675675676,0.9945945945945946,0.9976351351351351,0.9937331081081081,False
EURUSD1440_comma,daily,100,150,long_short,none,0.001,0.011078148348344419,-0.32617303708233214,-0.435582555420677,0.03862162377042213,-0.28683797486599916,36,0.4722222222222222,1.280232956001946,521.6588391329166,0.9979729729729729,0.9891891891891892,0.9976351351351351,0.9773648648648648,0.9926182432432433,False
EURUSD1440_comma,daily,50,300,long_short,none,0.0025,0.009295395559749675,-0.35438700433370074,-0.472870071737071,0.03430220060456983,-0.27098540023438955,18,0.4444444444444444,1.4887278643444255,1072.7564851004254,0.9949324324324325,0.9851351351351352,0.995945945945946,0.9939189189189189,0.9925337837837839,True
EURUSD1440_comma,daily,40,250,long_short,none,0.0025,0.00860128248127423,-0.3628650260065705,-0.48354432364596817,0.04247679158216854,-0.20249369504840353,26,0.38461538461538464,1.4047061724549434,630.2666069172653,0.9935810810810811,0.9918918918918919,0.9939189189189189,0.9888513513513514,0.992516891891892,False
EURUSD1440_comma,daily,50,300,long_short,none,0.001,0.009202723550202574,-0.3507296583142297,-0.4706668082179168,0.032728322728550925,-0.28118530932764463,22,0.4090909090909091,1.4281765699071753,807.5021107612072,0.9956081081081081,0.9841216216216216,0.9956081081081081,0.9908783783783783,0.992027027027027,False
EURUSD1440_comma,daily,30,150,long_short,slow_slope,0.001,0.008686276916378244,-0.3734966313429405,-0.5027779856806747,0.04405499222855846,-0.19716895809023438,84,0.32142857142857145,1.257661261459331,187.44650294446498,0.9922297297297298,0.9932432432432432,0.9942567567567567,0.9733108108108108,0.9900506756756757,False
