asset,timeframe,fast,slow,mode,filter,buffer,CAGR_screen,sharpe_screen,calmar_screen,max_drawdown_screen,total_return_screen,approx_trades,rank_sharpe,rank_calmar,rank_cagr,rank_drawdown,screen_score,CAGR,volatility,sharpe,sortino,calmar,max_drawdown,num_trades,win_rate,profit_factor,expectancy,screen_rank
USA500IDXUSD240_comma,fourhours,100,500,long_only,none,0.001,0.0734670086255409,0.6761347792158504,0.32703928364564233,-0.22464276403303518,1.5683451476104127,40,0.9945945945945946,0.9800675675675675,0.9986486486486487,0.2408783783783784,0.8787162162162163,0.07404029800917367,0.11458769048019316,0.33843911222833867,0.4088642513267732,0.3292998253080752,-0.2248415951630267,19,0.5789473684210527,4.373503692753124,7407.3123254266075,2922
USA500IDXUSD240_comma,fourhours,30,500,long_only,none,0.0,0.069201139935688,0.6706241710917382,0.27571302309641227,-0.25098973983354245,1.4358170007995619,68,0.9942567567567567,0.9591216216216216,0.9966216216216216,0.32432432432432434,0.885456081081081,0.07102326850446472,0.108629308011911,0.3249846823659164,0.39086158880644534,0.2831728641537137,-0.2508124099981255,33,0.5151515151515151,3.3255862237053466,3832.2405580133873,1401
USA500IDXUSD240_comma,fourhours,100,300,long_only,none,0.0,0.0690817866201201,0.6631976064557592,0.26281454139974636,-0.2628537456572666,1.4322016815707883,62,0.9915540540540541,0.9503378378378379,0.9956081081081081,0.35033783783783784,0.8858783783783784,0.0705711275420069,0.10987719412228582,0.31868262180775814,0.38842754184228834,0.27796815495383376,-0.25388205909316364,30,0.5666666666666667,2.847900146823397,4316.466811886307,2841
USA500IDXUSD240_comma,fourhours,30,500,long_only,none,0.001,0.0677307610539779,0.6611619928389092,0.2863965066809888,-0.23649297206485065,1.3916224706758635,70,0.9912162162162163,0.9628378378378378,0.9952702702702703,0.28243243243243243,0.878614864864865,0.06976276925387515,0.10803094821497415,0.3152819991309716,0.379673284025118,0.2953029057642176,-0.2362413911008946,34,0.5,3.175612488340076,3618.596804383658,1402
USA500IDXUSD240_comma,fourhours,75,500,long_only,none,0.0,0.07021622381443215,0.6547400574262693,0.3007999128018625,-0.23343166279667016,1.466766301008612,44,0.9881756756756757,0.9695945945945946,0.9979729729729729,0.2722972972972973,0.8781081081081081,0.06993673601266792,0.11351230935725923,0.30684439288693593,0.3692079158630501,0.3017427973778122,-0.23177599140867022,21,0.5714285714285714,3.6474722757778437,6108.7979615877775,2681
USA500IDXUSD240_comma,fourhours,40,500,long_only,none,0.0,0.06908589396865339,0.6644304796307327,0.26931907590191406,-0.25652061123889514,1.4323260143527001,56,0.9918918918918919,0.9543918918918919,0.9962837837837838,0.33547297297297296,0.8849324324324325,0.06885891947752487,0.10960224009034986,0.30461481406509167,0.3657886477841492,0.2683836826214414,-0.25656894936735497,27,0.5555555555555556,3.2584197478288304,4524.850810771422,1761
USA500IDXUSD240_comma,fourhours,100,500,long_only,none,0.0,0.06937048937943002,0.6399291284515682,0.2703634908749358,-0.25658231129852993,1.4409552772273946,40,0.9834459459459459,0.9550675675675676,0.9969594594594594,0.3358108108108108,0.8819087837837838,0.06865358144573297,0.1152854344043642,0.29347433331714934,0.35363775890377486,0.27089960146833886,-0.25342813748567583,19,0.47368421052631576,3.6171956337160607,6568.8408443539865,2921
USA500IDXUSD240_comma,fourhours,40,500,long_only,none,0.001,0.06579916032398136,0.6390299337476163,0.2671644526147875,-0.2462871077345542,1.334691902782862,58,0.9831081081081081,0.9527027027027027,0.9932432432432432,0.31351351351351353,0.8770945945945946,0.06651309213297663,0.1090878250190027,0.28539445610287517,0.3428250635351674,0.270242450150342,-0.24612377550593512,28,0.5357142857142857,2.9940267187107565,4145.199419563624,1762
USA500IDXUSD240_comma,fourhours,30,100,long_only,none,0.0,0.0655584217769023,0.6845735837122406,0.2872698294990989,-0.22821199807586456,1.3276850732524035,223,0.9962837837837838,0.9638513513513514,0.9925675675675676,0.2560810810810811,0.8764020270270271,0.06465069497192721,0.10000171696940553,0.284288937044625,0.3550340786203963,0.2808103137141246,-0.23022906145015753,111,0.5225225225225225,1.9407748039803856,1172.4682197497823,1161
USA500IDXUSD240_comma,fourhours,100,400,long_only,none,0.001,0.0663463221252445,0.6259092685410372,0.251786114168769,-0.26350270484246563,1.3506899666031824,60,0.9797297297297297,0.9429054054054054,0.9939189189189189,0.3527027027027027,0.8793074324324325,0.06690189486338505,0.11281501282246365,0.28285791263408755,0.3425182346152413,0.25401151058881544,-0.2633813511376002,29,0.5517241379310345,2.5421874220269713,4104.2702784682415,2882
