asset,timeframe,fast,slow,mode,filter,buffer,CAGR_screen,sharpe_screen,calmar_screen,max_drawdown_screen,total_return_screen,approx_trades,rank_sharpe,rank_calmar,rank_cagr,rank_drawdown,screen_score,CAGR,volatility,sharpe,sortino,calmar,max_drawdown,num_trades,win_rate,profit_factor,expectancy,screen_rank
USDCAD60_comma,onehours,100,500,long_only,none,0.0,-0.0011383821416426354,0.008201818108324254,-0.006293993652737695,-0.18086801551626508,-0.018096541340019034,275,0.9982993197278912,0.9965986394557823,0.9952380952380953,0.0326530612244898,0.8524149659863945,-0.0010327308064388419,0.056634442549691646,-0.6824530034833419,-0.8968869435873361,-0.005712089517492132,-0.18079737778553895,137,0.32116788321167883,0.9804352877167383,-11.99273590723737,2921
USDCAD60_comma,onehours,60,500,long_only,none,0.0,-0.0031478398697887267,-0.02741815532871559,-0.017306435221027816,-0.18188840333588807,-0.04929312936121277,319,0.9962585034013606,0.995578231292517,0.9843537414965986,0.03333333333333333,0.8492687074829932,-0.0031133842410925316,0.056590229739658195,-0.7198733300586698,-0.9445246529081851,-0.017048996354307823,-0.18261393083739286,159,0.31446540880503143,0.944071700632048,-30.670523107274732,2401
USDCAD60_comma,onehours,100,150,long_only,none,0.005,-3.746881998278884e-05,0.006095901430967273,-0.0009363936868607121,-0.04001396048322814,-0.0006005753010878134,73,0.9977891156462585,0.9981292517006802,0.9981292517006802,0.006292517006802721,0.8492176870748299,-4.2355894818602025e-05,0.016678123817973057,-2.345829332235196,-3.230302657052901,-0.0010584158035353015,-0.04001819953663355,36,0.5,0.9906568535055607,-1.8857879654792304,2724
USDCAD60_comma,onehours,100,150,long_only,slow_slope,0.005,-3.746881998278884e-05,0.006095901430967273,-0.0009363936868607121,-0.04001396048322814,-0.0006005753010878134,73,0.9977891156462585,0.9981292517006802,0.9981292517006802,0.006292517006802721,0.8492176870748299,-4.2355894818602025e-05,0.016678123817973057,-2.345829332235196,-3.230302657052901,-0.0010584158035353015,-0.04001819953663355,36,0.5,0.9906568535055607,-1.8857879654792304,2732
USDCAD60_comma,onehours,100,150,long_only,fast_slope,0.005,-0.00022694969093417505,-0.00547784438491006,-0.004596097531970791,-0.049378780444822246,-0.0036325253499360777,83,0.9965986394557823,0.996938775510204,0.996938775510204,0.008503401360544218,0.8485374149659864,-0.00021987485435837062,0.01651932628424573,-2.3792862386897133,-3.264927508320627,-0.004463049657032406,-0.049265607881354145,41,0.4634146341463415,0.9586186064906765,-8.584081886926933,2736
USDCAD60_comma,onehours,40,50,long_only,none,0.0025,0.0010431152226217932,0.11216277161546007,0.025326133141000743,-0.04118730707188312,0.01685623070235609,53,0.9988095238095238,0.9988095238095238,0.9988095238095238,0.006972789115646258,0.8500340136054422,0.0010578857351535298,0.00971526221107648,-3.92334291813013,-5.582630142420154,0.02567528340267711,-0.0412024949661598,26,0.5,1.5633534012775052,65.75698713270194,1443
USDCAD60_comma,onehours,40,50,long_only,slow_slope,0.0025,0.0010431152226217932,0.11216277161546007,0.025326133141000743,-0.04118730707188312,0.01685623070235609,53,0.9988095238095238,0.9988095238095238,0.9988095238095238,0.006972789115646258,0.8500340136054422,0.0010578857351535298,0.00971526221107648,-3.92334291813013,-5.582630142420154,0.02567528340267711,-0.0412024949661598,26,0.5,1.5633534012775052,65.75698713270194,1451
USDCAD60_comma,onehours,40,50,long_only,fast_slope,0.0025,0.0012954743676385494,0.13921446639873133,0.03472700277802511,-0.037304525700626034,0.02097406357934961,53,0.9993197278911564,0.9993197278911564,0.9993197278911564,0.004421768707482994,0.8500850340136055,0.0013098393399568753,0.00963208849490034,-3.931178232368517,-5.640663713247909,0.03509179664828491,-0.0373260837307654,26,0.5,1.6968132582969275,81.57281375552867,1455
USDCAD60_comma,onehours,40,50,long_only,price_slow,0.0025,0.0013654597923027367,0.14716183357531973,0.03769372080368472,-0.03622512617988238,0.02211880658930432,53,0.9998299319727891,0.9998299319727891,0.9998299319727891,0.0039115646258503405,0.8504421768707484,0.0013940828902696545,0.009582905182549898,-3.9426248051379447,-5.668229713251904,0.038695839421035196,-0.03602668687713817,26,0.5,1.7041839726199777,86.87437597461589,1447
USDCAD60_comma,onehours,40,50,long_only,combined,0.0025,0.0013654597923027367,0.14716183357531973,0.03769372080368472,-0.03622512617988238,0.02211880658930432,53,0.9998299319727891,0.9998299319727891,0.9998299319727891,0.0039115646258503405,0.8504421768707484,0.0013940828902696545,0.009582905182549898,-3.9426248051379447,-5.668229713251904,0.038695839421035196,-0.03602668687713817,26,0.5,1.7041839726199777,86.87437597461589,1459
