asset,timeframe,fast,slow,mode,filter,buffer,CAGR,sharpe,sortino,calmar,max_drawdown,num_trades,win_rate,profit_factor,expectancy,sharpe_rank,calmar_rank,cagr_rank,pf_rank,research_score,low_sample
USA500IDXUSD1440_comma,daily,5,200,long_only,slow_slope,0.005,0.08621152122095443,0.45426846393227294,0.5630631027318179,0.517391627495875,-0.16662720585218938,25,0.6,6.661290076787219,6576.363999356533,0.9996621621621622,0.9956081081081081,0.9989864864864865,0.975,0.9948141891891892,False
USA500IDXUSD1440_comma,daily,5,200,long_only,none,0.005,0.08992512119429374,0.4774386806022475,0.5945996011025203,0.49800295914161224,-0.18057145955376264,17,0.47058823529411764,6.337964938624579,10393.60938496391,1.0,0.9942567567567567,1.0,0.9736486486486486,0.9946114864864866,True
USA500IDXUSD1440_comma,daily,10,100,long_only,slow_slope,0.0,0.08039828125324355,0.4208183078705098,0.524159806645884,0.6428723565168514,-0.1250610334045933,41,0.4878048780487805,5.762756558791779,3834.110053732162,0.9983108108108109,1.0,0.9942567567567567,0.9658783783783784,0.9930574324324324,False
USA500IDXUSD1440_comma,daily,10,250,long_only,none,0.001,0.08438316290301717,0.41706383810192865,0.5103960473384712,0.4356211305719684,-0.19370768996495302,9,0.5555555555555556,7.438931797967774,14084.729187267483,0.9979729729729729,0.9878378378378379,0.9976351351351351,0.9817567567567568,0.9929391891891893,True
USA500IDXUSD1440_comma,daily,5,200,long_only,slow_slope,0.0025,0.08267118632921444,0.4232911922737786,0.5237424971610669,0.4460881367702653,-0.1853247811693992,26,0.5384615384615384,6.229686181783903,5993.981720124516,0.9986486486486487,0.9888513513513514,0.9962837837837838,0.9722972972972973,0.9917736486486488,False
USA500IDXUSD1440_comma,daily,5,200,long_only,none,0.0025,0.08606159747624553,0.4443538196721055,0.5528506970980878,0.42999048816417945,-0.20014767732114436,17,0.47058823529411764,5.723540116522888,9806.458178968758,0.9989864864864865,0.9868243243243243,0.9986486486486487,0.9652027027027027,0.9908108108108109,True
USA500IDXUSD1440_comma,daily,10,250,long_only,none,0.0,0.08291627572157734,0.40436261399884377,0.4935775893276841,0.42804841399649385,-0.19370770457347497,9,0.5555555555555556,5.448691460967645,13467.206970598689,0.9972972972972973,0.9861486486486486,0.9966216216216216,0.9625,0.9891554054054055,True
USA500IDXUSD1440_comma,daily,10,100,long_only,none,0.0,0.08659797361357602,0.44768345587413816,0.5573555141257501,0.4083976002468,-0.2120432969274152,20,0.55,5.250436412664566,8877.067840226897,0.9993243243243243,0.9827702702702703,0.9993243243243243,0.9587837837837838,0.9891047297297298,False
USA500IDXUSD1440_comma,daily,10,250,long_only,none,0.0025,0.08061715520404045,0.38760487438756885,0.4740072077405182,0.41617940209748183,-0.1937077010484951,9,0.5555555555555556,6.05211386453119,12945.17049078552,0.9966216216216216,0.9841216216216216,0.9945945945945946,0.9699324324324324,0.9890878378378378,True
USA500IDXUSD1440_comma,daily,10,200,long_only,none,0.001,0.07849782520917681,0.37403794682364033,0.4602217980447119,0.40004261762121596,-0.19622365655926988,13,0.5384615384615384,8.095916699380764,11421.892488053,0.9949324324324325,0.9817567567567568,0.9898648648648649,0.9844594594594595,0.9890540540540542,True
USA500IDXUSD1440_comma,daily,5,150,long_only,none,0.001,0.08160319635775548,0.40769707722750365,0.5078432066466728,0.4304772765387197,-0.18956446903281687,23,0.4782608695652174,4.806416640733635,6744.079756204741,0.9976351351351351,0.9871621621621621,0.9956081081081081,0.9506756756756757,0.9875675675675676,False
USA500IDXUSD1440_comma,daily,5,200,long_only,none,0.001,0.0790638455293724,0.382844544807672,0.47362259928660944,0.39368085765396044,-0.2008323340904432,15,0.4,5.632042055093842,9648.841170839654,0.9962837837837838,0.9793918918918919,0.9912162162162163,0.9635135135135136,0.9861317567567568,True
USA500IDXUSD1440_comma,daily,30,200,long_only,slow_slope,0.001,0.07685373578286403,0.36554503829628493,0.44635926126981973,0.37268825502814673,-0.20621453653552824,20,0.6,8.017668022432769,7393.865896211582,0.9932432432432432,0.9722972972972973,0.985472972972973,0.9837837837837838,0.9850337837837839,False
USA500IDXUSD1440_comma,daily,40,200,long_only,slow_slope,0.001,0.07673251964910399,0.36350442578764214,0.4435269400172572,0.3958956446082938,-0.19382006519678818,17,0.5294117647058824,5.308437321899951,6387.803223998039,0.9929054054054054,0.981081081081081,0.9851351351351352,0.960472972972973,0.9835304054054054,True
USA500IDXUSD1440_comma,daily,10,200,long_only,none,0.0025,0.07602775633836822,0.3546918093954237,0.43577918702737845,0.38745469243611697,-0.196223604520943,13,0.5384615384615384,6.854590486745854,10847.640709793706,0.989527027027027,0.9780405405405406,0.9827702702702703,0.9773648648648648,0.9834797297297297,True
USA500IDXUSD1440_comma,daily,60,250,long_only,fast_slope,0.001,0.07178315562698323,0.36718588798553137,0.4547590215968618,0.5660057221493148,-0.12682408113189803,44,0.5227272727272727,5.330182426927598,3288.515953461555,0.9939189189189189,0.9996621621621622,0.9591216216216216,0.9608108108108108,0.9834290540540542,False
USA500IDXUSD1440_comma,daily,5,150,long_only,none,0.0,0.0783316414470141,0.3791192071634779,0.4720420030692846,0.42312913000397767,-0.1851246720978008,21,0.47619047619047616,4.4050908623775875,6906.52641736716,0.995945945945946,0.9858108108108108,0.9891891891891892,0.9375,0.9832939189189189,False
USA500IDXUSD1440_comma,daily,5,200,long_only,none,0.0,0.07770625488653904,0.3715062642928744,0.459494323200614,0.38692103658738863,-0.2008323340904432,16,0.375,5.159205390067739,8791.749352975274,0.9945945945945946,0.9773648648648648,0.9875,0.9557432432432432,0.9830405405405406,True
USA500IDXUSD1440_comma,daily,40,200,long_only,slow_slope,0.0,0.07651367350934546,0.36172006721537103,0.44132187887269503,0.3947665244651527,-0.1938200651967884,17,0.5294117647058824,5.273255220294181,6354.666940127623,0.9922297297297298,0.9804054054054054,0.9844594594594595,0.9594594594594594,0.9828040540540542,True
USA500IDXUSD1440_comma,daily,60,250,long_only,fast_slope,0.0,0.07166926357193293,0.3659630691424868,0.4530617813425085,0.5447683274086524,-0.1315591600430378,44,0.5227272727272727,5.2755860825971705,3280.65925468833,0.9935810810810811,0.9972972972972973,0.9584459459459459,0.9597972972972973,0.9824155405405406,False
USA500IDXUSD1440_comma,daily,5,200,long_only,slow_slope,0.0,0.0750297227247545,0.35645676613357163,0.43837294927289694,0.4139727431536887,-0.18124314695979749,25,0.44,5.382519281423377,5313.468774982067,0.9905405405405405,0.9837837837837838,0.9780405405405406,0.9611486486486487,0.9819425675675676,False
USA500IDXUSD1440_comma,daily,5,200,long_only,slow_slope,0.001,0.07484627407359223,0.3549065039893409,0.43650560099146896,0.40724014739907805,-0.18378903590820594,25,0.44,5.286422631333157,5292.347737245278,0.9898648648648649,0.9824324324324324,0.977027027027027,0.9601351351351352,0.9809797297297298,False
USA500IDXUSD1440_comma,daily,60,250,long_only,fast_slope,0.005,0.07069768018185463,0.3572006238737358,0.44257610316283535,0.5555340844278273,-0.12726074270432886,44,0.5227272727272727,5.242251727104332,3214.0519028467393,0.9908783783783783,0.9989864864864865,0.9537162162162162,0.9581081081081081,0.9805574324324324,False
USA500IDXUSD1440_comma,daily,10,200,long_only,none,0.005,0.07486383092575344,0.3475529534422757,0.428222674604257,0.388846721889721,-0.1925278694955418,14,0.5,5.852397863534582,9826.713906264134,0.9881756756756757,0.9783783783783784,0.9773648648648648,0.9668918918918918,0.9803716216216215,True
USA500IDXUSD1440_comma,daily,5,400,long_only,none,0.001,0.0759847138099603,0.3410234555611299,0.4126524193209792,0.3830839905443961,-0.19835001118678786,9,0.5555555555555556,6.200587458648226,10026.671649910386,0.9851351351351352,0.9756756756756757,0.9824324324324324,0.9716216216216216,0.9802027027027027,True
USA500IDXUSD1440_comma,daily,30,200,long_only,slow_slope,0.0,0.07569093523688464,0.35571730476458857,0.434026979047688,0.3413668687674543,-0.22172900231992565,20,0.6,7.936829989654289,7256.955548972513,0.9902027027027027,0.9577702702702703,0.9820945945945946,0.9827702702702703,0.9793581081081081,False
USA500IDXUSD1440_comma,daily,10,200,long_only,none,0.0,0.07413016139672557,0.3380058952381928,0.41517047275107044,0.3777840179750926,-0.19622365655926977,12,0.5833333333333334,7.1901918935336875,11285.477088841735,0.9834459459459459,0.9743243243243244,0.9736486486486486,0.981081081081081,0.9788513513513515,True
USA500IDXUSD1440_comma,daily,60,250,long_only,fast_slope,0.0025,0.06993625200168663,0.34910739428285004,0.43235862608466197,0.5532743322532669,-0.12640429516558993,44,0.5227272727272727,5.164554278004493,3162.3690911308454,0.9888513513513514,0.9986486486486487,0.9489864864864865,0.956081081081081,0.9784121621621622,False
USA500IDXUSD1440_comma,daily,10,100,long_only,slow_slope,0.001,0.07206799710988476,0.3468246671944346,0.4302033247064698,0.5214111370288745,-0.13821721860515956,42,0.5238095238095238,4.603102668610727,3161.1797811090955,0.9875,0.995945945945946,0.9614864864864865,0.9469594594594595,0.9783277027027026,False
USA500IDXUSD1440_comma,daily,10,100,long_only,none,0.001,0.07756639186872638,0.37430568249570956,0.4642465230041754,0.3545124815004338,-0.2187973510564013,22,0.6363636363636364,4.494586935669118,6780.111846980822,0.9952702702702703,0.9648648648648649,0.9871621621621621,0.9425675675675675,0.978141891891892,False
USA500IDXUSD1440_comma,daily,5,200,long_only,price_slow,0.005,0.07503851038103027,0.35837830914080854,0.439203193503615,0.44413310026337943,-0.16895500546239628,27,0.37037037037037035,3.9770241056718323,4830.73312141164,0.9912162162162163,0.9885135135135135,0.9783783783783784,0.918581081081081,0.9770777027027028,False
USA500IDXUSD1440_comma,daily,5,200,long_only,price_slow,0.0025,0.07444507687560575,0.35294650161541175,0.43229797478791154,0.42296759422807406,-0.17600657329663705,28,0.35714285714285715,4.113989313443819,4684.206148189341,0.9891891891891892,0.985472972972973,0.9756756756756757,0.9283783783783783,0.9764358108108108,False
