asset,timeframe,fast,slow,mode,filter,buffer,CAGR_screen,sharpe_screen,calmar_screen,max_drawdown_screen,total_return_screen,approx_trades,rank_sharpe,rank_calmar,rank_cagr,rank_drawdown,screen_score,CAGR,volatility,sharpe,sortino,calmar,max_drawdown,num_trades,win_rate,profit_factor,expectancy,screen_rank
USA30IDXUSD60_comma,onehours,100,500,long_only,none,0.0,0.05620412281651488,0.6136593167936405,0.2829778787499944,-0.19861666595561045,1.070024356735543,181,0.9983108108108109,0.9966216216216216,0.9989864864864865,0.06148648648648649,0.8575,0.05703761521675332,0.09673119585130409,0.21637074287120467,0.2700095010491201,0.2874064583279994,-0.1984562752993525,90,0.5888888888888889,2.1149087772437274,1213.1834739574144,2921
USA30IDXUSD60_comma,onehours,30,500,long_only,none,0.005,0.05274102161446037,0.6359015403510005,0.23213680161387118,-0.22719801964958608,0.9815168016639064,319,0.9993243243243243,0.9939189189189189,0.9976351351351351,0.11689189189189189,0.8652702702702704,0.0486030620390574,0.08709789287775867,0.13815124453860075,0.17448826241247353,0.21434628626645372,-0.22675019420975162,159,0.3584905660377358,1.6602868289952377,553.6823236058168,1404
USA30IDXUSD60_comma,onehours,40,500,long_only,none,0.0025,0.0469852208928736,0.5512390710024195,0.21022059981911298,-0.22350436129143691,0.8421186487531591,261,0.9956081081081081,0.9891891891891892,0.9952702702702703,0.11047297297297297,0.8611655405405406,0.04614286050745364,0.09081437196834793,0.11027120129099693,0.13823845767128237,0.20727886883865682,-0.22261246776375765,130,0.4230769230769231,1.6589422518872181,632.6893142749275,1763
USA30IDXUSD60_comma,onehours,30,500,long_only,none,0.0025,0.04297055791454385,0.5057473202773903,0.17354526155393252,-0.24760432828752243,0.7503200111511856,305,0.9925675675675676,0.9739864864864864,0.9918918918918919,0.15405405405405406,0.8620101351351352,0.04486843426787823,0.0914709560056611,0.0968105835571567,0.12096172654820352,0.18229153599577774,-0.246135587276622,152,0.3881578947368421,1.592525132571142,521.8262618990353,1403
USA30IDXUSD60_comma,onehours,60,400,long_only,none,0.001,0.04395656688497063,0.5055227405137989,0.18441906708879743,-0.23835153045105484,0.7724653830889845,273,0.9922297297297298,0.9800675675675675,0.9935810810810811,0.1341216216216216,0.8607432432432434,0.0432981622268227,0.09381173754882031,0.08067021195118784,0.10101767410133787,0.18122155247591568,-0.238923911837567,136,0.4264705882352941,1.5205875929099277,557.0950931835829,2362
USA30IDXUSD60_comma,onehours,50,500,long_only,none,0.005,0.04286298470290806,0.5268695282976836,0.1753410521899033,-0.2444549303632857,0.7479195048005369,257,0.9945945945945946,0.9753378378378378,0.9915540540540541,0.14763513513513513,0.8621283783783784,0.04294394644900401,0.08682485411167497,0.07598380497694426,0.09591044861661215,0.17571108307669756,-0.24440089775247165,128,0.421875,1.657646633977097,585.7233516602,2084
USA30IDXUSD60_comma,onehours,50,500,long_only,none,0.001,0.04316798197011118,0.49589041554172386,0.16790214398499576,-0.25710202946526284,0.7547334818025433,243,0.9912162162162163,0.972972972972973,0.9922297297297298,0.17162162162162162,0.863918918918919,0.04219996695813366,0.09418785867936469,0.06954287965892514,0.08668567351004873,0.16429512432309135,-0.2568546518467958,121,0.4297520661157025,1.6051337731914848,605.9432138108552,2082
USA30IDXUSD60_comma,onehours,40,500,long_only,none,0.005,0.041084652439794755,0.5066783884208711,0.14354924611274905,-0.28620597845233753,0.7086744613500222,279,0.9929054054054054,0.9557432432432432,0.9891891891891892,0.21756756756756757,0.866570945945946,0.041716590461415404,0.08689488687894943,0.06244083429729765,0.07887046263899482,0.14567249779161967,-0.2863724525482483,139,0.3669064748201439,1.581539100131494,519.8029072719089,1764
USA30IDXUSD60_comma,onehours,5,500,long_only,none,0.005,0.039816469875612936,0.49129896731552464,0.1652350778225586,-0.24096862724494095,0.6811871830383072,671,0.9905405405405405,0.9722972972972973,0.9864864864864865,0.13918918918918918,0.8574662162162162,0.03974290619116494,0.08725193720249404,0.04079723504799196,0.052001751207462595,0.16282374328931906,-0.2440854471730598,335,0.24776119402985075,1.4082342201688003,202.8672664009919,324
USA30IDXUSD60_comma,onehours,50,500,long_only,none,0.0025,0.038454570790732,0.46000454660275003,0.14738152630568055,-0.26091852727168996,0.6521244392259757,251,0.9847972972972973,0.960472972972973,0.9841216216216216,0.1793918918918919,0.8577702702702703,0.03802369240370029,0.09107879531360087,0.024671570206721526,0.030822878406690957,0.14239943267323735,-0.26702137564657935,125,0.448,1.5089099904101664,514.4214105230757,2083
