asset,timeframe,fast,slow,mode,filter,buffer,CAGR_screen,sharpe_screen,calmar_screen,max_drawdown_screen,total_return_screen,approx_trades,rank_sharpe,rank_calmar,rank_cagr,rank_drawdown,screen_score,CAGR,volatility,sharpe,sortino,calmar,max_drawdown,num_trades,win_rate,profit_factor,expectancy,screen_rank
USDCAD240_comma,fourhours,100,150,long_only,none,0.0,0.009541100979226558,0.2009745110814963,0.07931711249439477,-0.12029057386450892,0.16446030956358104,199,0.9983108108108109,0.9996621621621622,0.9996621621621622,0.02060810810810811,0.8522635135135136,0.009709992708188953,0.054689585540354455,-0.5131294730414204,-0.6921568887541175,0.08074077207250381,-0.12026133091060298,99,0.45454545454545453,1.2778176787478397,169.2806336815951,2721
USDCAD240_comma,fourhours,100,400,long_only,none,0.0,0.008005322661440939,0.1688767212265551,0.05905854067589492,-0.13554894126783523,0.13637919629217254,85,0.9949324324324325,0.9979729729729729,0.9986486486486487,0.030405405405405407,0.8517567567567568,0.00809972656427882,0.056750272097213735,-0.5205973241185147,-0.6987571798304912,0.05992847966943478,-0.13515655009032224,42,0.5238095238095238,1.3987530834987467,328.7782221981711,2881
USDCAD240_comma,fourhours,60,200,long_only,none,0.0,0.007602464411614385,0.16507430108101329,0.05165149586735798,-0.14718769096518824,0.12911892347167542,155,0.9942567567567567,0.9942567567567567,0.9979729729729729,0.03918918918918919,0.8517398648648649,0.007595700897030655,0.05506629829362627,-0.5473092960272102,-0.7357212284940561,0.05157388995597253,-0.14727802970679416,77,0.35064935064935066,1.223873284583856,167.5290962525474,2241
USDCAD240_comma,fourhours,100,400,long_only,none,0.001,0.006175714820489064,0.1383378356079779,0.03390783726886823,-0.18213237168503127,0.10375443602030554,91,0.9898648648648649,0.9864864864864865,0.9952702702702703,0.06824324324324324,0.8518581081081081,0.006310783095332617,0.05573103388778551,-0.5630169762036336,-0.7572854879949017,0.03473987690949406,-0.18165818813272605,45,0.4222222222222222,1.2778145895723723,235.85013657544414,2882
USDCAD240_comma,fourhours,100,300,long_only,none,0.005,0.010438433980807904,0.2380600744920245,0.08172452143913701,-0.1277270737961036,0.18116748121788784,95,1.0,1.0,1.0,0.026013513513513515,0.8539020270270271,0.010488964291022862,0.04857827321207507,-0.5683027990482462,-0.7810124826323966,0.08210854245502995,-0.12774510394905092,47,0.3829787234042553,1.4907386575498658,387.47860043355684,2844
USDCAD240_comma,fourhours,100,300,long_only,none,0.0,0.00614017304838943,0.13812594852990234,0.03215605336194154,-0.19094921193459213,0.10312945493189485,101,0.989527027027027,0.9858108108108108,0.9942567567567567,0.07635135135135135,0.8525675675675676,0.006128696860174143,0.055446410052992195,-0.569456033793873,-0.764704006548992,0.032095963287544695,-0.1909491485040573,50,0.44,1.2207060301439918,205.85544762491668,2841
USDCAD240_comma,fourhours,100,250,long_only,none,0.0025,0.007615918986701109,0.1739458243121611,0.05247817786596994,-0.14512544635509794,0.12936069687626617,109,0.9956081081081081,0.9945945945945946,0.9983108108108109,0.03682432432432432,0.8520777027027027,0.0077349638951786925,0.05113300017705621,-0.5907932735960474,-0.8069735041912047,0.05375371910647949,-0.14389634845277743,54,0.4074074074074074,1.3097904675505385,243.52222720525836,2803
USDCAD240_comma,fourhours,100,300,long_only,none,0.0025,0.00623639815757393,0.1447437128049411,0.03758631505760719,-0.1659220423182115,0.1048222840985229,95,0.9915540540540541,0.9885135135135135,0.9956081081081081,0.05472972972972973,0.8510810810810812,0.006277623579950875,0.05245826094408345,-0.6021459035219581,-0.8173232566477122,0.03794065977800839,-0.1654589987807641,47,0.40425531914893614,1.2489854850227398,224.5708141472266,2843
USDCAD240_comma,fourhours,100,250,long_only,none,0.005,0.009153325123604894,0.22076640441970352,0.06550100013727916,-0.13974328795623048,0.1573092169762229,105,0.9996621621621622,0.9986486486486487,0.9993243243243243,0.033445945945945944,0.8544087837837838,0.009007200353584599,0.04608695587268962,-0.6334263520039276,-0.8798937222390804,0.06443606865371894,-0.13978506978738137,52,0.40384615384615385,1.436867368460946,297.35612212376697,2804
USDCAD240_comma,fourhours,75,250,long_only,none,0.005,0.007364472291781832,0.1780673986426592,0.056306835030831816,-0.13079179974774435,0.12485031225397836,115,0.9966216216216216,0.9969594594594594,0.9976351351351351,0.027364864864864866,0.8515202702702703,0.007793146596713374,0.047563677109716915,-0.637617129843853,-0.8787542292885747,0.061809484066993305,-0.12608334650175423,57,0.42105263157894735,1.29072425098662,232.54375674552446,2564
